shift_id,category,note
S106403,cover_unspecified,"took molefe shift as well, 2 posts 1 guard"
S102186,relief_problem,relief no show AGAIN
S104964,client_requested,"client says stay till 06h00, dont know if office approved"
S105846,absence_cover,"Cele absent, took her rounds as well"
S108065,absence_cover,"Jacobs didnt come in, covered the post"
S107516,no_useful_information,
S105839,late_handover,"late handover, waiting on paperwork"
S105619,no_useful_information,sharp
S102607,unclear_or_mixed,extra hours approved by client for the eent setup..
S101094,no_useful_information,.
S108677,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it.."
S103485,no_useful_information,nothing to report
S102391,equipment_failure,"masjien is stukkend, alles met die hand gedoen.."
S106343,no_useful_information,ntr
S100444,no_useful_information,quiet shift
S103629,no_useful_information,quiet shift
S102490,no_useful_information,all fine
S107573,no_useful_information,-
S106955,absence_cover,maluleke off sick. again. covered.
S102351,late_handover,"handover late again, keys missing"
S107970,cover_unspecified,Covered for Fourie again - 3rd time this month
S102872,no_useful_information,.
S103390,absence_cover,Mavuso off sick. again. covered.
S103663,unclear_or_mixed,Next sift guuard did not pitch. Had to cover
S108607,no_useful_information,ok
S107110,absence_cover,"double duty today, Maluleke on family responsibility leave"
S108272,relief_problem,"aflos het nie opgedaag nie, moes aanbly.."
S101015,relief_problem,"waited for relief, nobody caem throuhg"
S105970,equipment_failure,"generator fault, stayed to monitor"
S102398,no_useful_information,fine
S100890,cover_unspecified,COVERED FOR FOURIE AGAIN - 3RD TIME THIS MONTH
S108525,no_useful_information,.
S101514,relief_problem,"control room says relief coming, nobody came"
S103076,relief_problem,"stlil on site, relief was suppose to comme 6am"
S106703,client_requested,Client asked for extra patrol affter the break-in Tuesday
S105099,relief_problem,"next shift akafikanga, ngihlale kuze kube 06:00"
S101736,cover_unspecified,"tok bothha shift as wlel, 2 posts 1 guard"
S100768,late_handover,"handover late agn, keys missing"
S103771,equipment_failure,"scrubber broke down, had to do the floor manually"
S108483,absence_cover,Covering for Molefe - booked off sick
S107757,no_useful_information,
S100188,absence_cover,"worked through, Wyk at the clinic"
S102703,no_useful_information,as per normal
S100541,no_useful_information,n/a
S103562,late_handover,"waitde 40 min for handover, OB book not signed"
S109114,absence_cover,Covering for Sibiya - booked off sick
S100401,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S107329,absence_cover,"covering jacobs post, no show no call"
S106542,absence_cover,"covering Ndlovu post, no show no call"
S106384,unclear_or_mixed,Centre manager requested additional cover for stocktake
S108050,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104560,relief_problem,"still on site, relief was suppose to come 06h00"
S104444,relief_problem,"relief only arrived six, stayed until then"
S101563,absence_cover,Mokoena off sick. again. covered.
S107377,no_useful_information,sharp
S105447,no_useful_information,all fine
S109353,absence_cover,"FOURIE DIDNT COME IN, COVERED THE POST"
S103389,late_handover,shift handover delayed by 25 min
S100108,no_useful_information,niks om te rapporteer nie
S108169,client_requested,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S105080,client_requested,"client says stay till 6am, dont know if office approved"
S108856,relief_problem,no relief. stayed. someone must please sort the roster
S105331,absence_cover,"tshabalala didnt come in, covered the post"
S105996,no_useful_information,akukho lutho
S106246,unclear_or_mixed,"extra patrol per client email, approved by office"
S109266,cover_unspecified,stood in for Jacobs
S103118,client_requested,KLIENT HET EKSTRA URE GEVRA VIR STOCKTAKE
S103564,client_requested,Client asked for extra patrol after the break-in Tuesday
S106895,cover_unspecified,COVERED FOR NAIDOO AGAIN - 3RD TIME THIS MONH
S104664,equipment_failure,"gate motor failed, manned it by hand till 6am"
S104110,absence_cover,"Mahlangu didnt come in, covvered the post"
S102815,client_requested,Client requested deep clean before the audit - approved..
S106531,relief_problem,reliief no show AGAIN
S105761,equipment_failure,"scrubber broke down, had to do the floor manually !"
S104827,no_useful_information,fine
S109104,absence_cover,"covering ncobo post, no show no call"
S101256,no_useful_information,no incidents
S108577,no_useful_information,fine
S107482,absence_cover,"covering tshabalala post, no show no call"
S102168,unclear_or_mixed,"requested by centre management for load in, signed off"
S108588,absence_cover,"Mokoena didnt come in, covered the post"
S102903,no_useful_information,fine
S107590,no_useful_information,
S107990,relief_problem,Next shift guard did not pitch. Had to cover.
S104917,unclear_or_mixed,"client wantde extra man on the gate for the event, approved"
S106054,no_useful_information,n/a
S106651,absence_cover,"covering mavuso post, no show no call"
S105903,no_useful_information,n/a
S108918,equipment_failure,"gate motor failed, manned it by hand till six"
S103566,no_useful_information,fine
S100580,equipment_failure,"scrubber broke down, had to do the floor manually !"
S102756,no_useful_information,no incidents
S108062,absence_cover,"uBotha akezanga namhlanje, ngimele yena"
S102048,no_useful_information,all quiet
S101479,cover_unspecified,stood in for mavuso !
S100486,relief_problem,"waited for relif, noody came through"
S100254,client_requested,klient het ekstra ure gevra vir stocktake
S103600,unclear_or_mixed,"requested by centre management for load in, signed off"
S109196,no_useful_information,ok
S104748,relief_problem,"next shift akafikanga, ngihlale kuze kube 6.."
S104029,late_handover,"handover late again, keys missing"
S107997,late_handover,"waited 25 min for handover, OB book not signed"
S101101,equipment_failure,"buffer machine kaput, did the floor by hand"
S106368,cover_unspecified,"took Mthembu sift as well, 2 posts 1 guard"
S100650,late_handover,"hanodver late again, keys missing"
S102313,equipment_failure,"scrubber broke dow, had to do the floor manually"
S105832,relief_problem,no relief. stayed. someone must pleasse sort the roster
S106260,absence_cover,"Fourie absent, took her rounds as well"
S102468,absence_cover,"gedek vir Sibiya, siek gmeld !"
S103572,relief_problem,"still on site, relief was suppose to come 6am"
S105038,absence_cover,"covering Khumalo poost, no show no call"
S108041,cover_unspecified,stood in for Sibiya
S105104,client_requested,"client says stay till 6am, dont know if office approved"
S106517,absence_cover,"covering Ngcobo post, no show no call"
S103677,unclear_or_mixed,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S108890,absence_cover,"coverng Mokoena post, no show no call"
S104902,cover_unspecified,"took Zulu shift as well, 2 posts 1 guard"
S106815,absence_cover,"uKhumalo akezanga namhlanje, ngimele yena"
S106110,equipment_failure,"scrubber broke down, had to do the floor manually"
S103096,relief_problem,"still on site, relief was suppose to come 0h600"
S103034,client_requested,Client asked for extra patrol after the break-in Tuesday
S100272,unclear_or_mixed,"extra patrol per client email, approved by office"
S109168,cover_unspecified,"took radebe shift as well, 2 posts 1 guard"
S106426,absence_cover,"sibiya didnt come in, covered the post"
S106302,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S101930,equipment_failure,"buffer machine kaput, did the floor by hand"
S104426,unclear_or_mixed,"Jacobs ddnt come in, covered the post"
S100225,no_useful_information,n/a
S102621,no_useful_information,all good
S105134,no_useful_information,fine
S106959,late_handover,shift handover delayed by 30 min
S100776,client_requested,"client wanted extra man on the gate for the event, approved"
S107712,relief_problem,relief no show AGAIN
S101017,no_useful_information,akukho lutho
S103042,absence_cover,Covering for Adams - booked off sick
S101783,absence_cover,"Mthembu absent, took her rounds as well"
S101489,absence_cover,"KHUMALO ABSENT, TOOK HER ROUNDS AS WELL"
S101625,client_requested,klient het ekstra ure gevra vir stocktake
S106255,no_useful_information,nothing to report
S100111,no_useful_information,no issues on site
S101389,unclear_or_mixed,"requested by centre management for load in, signed off"
S101594,absence_cover,Covering for Motaung - booked off sick
S108714,no_useful_information,.
S101860,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104813,client_requested,"client wanted extra man on the gate for the event, approved"
S102738,relief_problem,"no replacement sen, ngicela sort this out"
S102457,absence_cover,"GEDEK VIR TSHABALALA, SIEK GEMELD"
S109258,no_useful_information,n/a
S104065,client_requested,klient het ekstra ure gevra vir stocktake
S106134,client_requested,klient het ekstra ure gevra vir stokctake
S104737,no_useful_information,ntr
S108111,equipment_failure,"lift out of order, everything carried up stairs, took long"
S107379,absence_cover,"uTshabalala akezanga namhlanje, ngimele yena"
S105790,unclear_or_mixed,extra hours approved by client for the event setup
S101975,unclear_or_mixed,centre mgr requested additional cover for socktake
S103015,unclear_or_mixed,"requested by centre management for load in, signed off"
S108376,relief_problem,"relief only arrived six, stayed until then"
S107834,no_useful_information,sharp
S105111,no_useful_information,no incidents
S102752,unclear_or_mixed,"requested by centre management for load in, signed off"
S104303,absence_cover,"umavuso akezanga namhlaje, ngimele yena"
S101503,absence_cover,"double duty today, Mabaso on family responsibility leave"
S107725,no_useful_information,
S106111,cover_unspecified,COVERED FOR MOLEFE AGAIN - 3RD TIME THIS MONTH
S103023,no_useful_information,niks om te rapporteer nie
S100589,cover_unspecified,stood in for Mavuso
S100308,absence_cover,"UBOTHA AKEZANGA NAMHLANJE, NGIMELE YENA.."
S104634,cover_unspecified,covered for ngcobo again - 3rd time this month
S106676,unclear_or_mixed,Centre mgr requested additional cover for stocktake
S101329,late_handover,"late handover, waiting on ppaerwork.."
S103782,no_useful_information,.
S100173,relief_problem,relief no show AGAIN
S103024,cover_unspecified,stood in for Fourie
S104314,equipment_failure,"buffer machine kaput, did the floor by hand"
S101799,cover_unspecified,"took Wyk shfit as well, 2 posts 1 guard"
S106226,late_handover,"oorhandiging was laat, gewag vir sleutels"
S101914,client_requested,"client wanted extra man on the gate for the event, approved"
S103983,no_useful_information,ok
S100260,unclear_or_mixed,"requested by centre management for laod in, siigned off"
S106095,relief_problem,relief no show AGAIN..
S104101,unclear_or_mixed,double shift because relief nevre pitched !
S102185,equipment_failure,"gate motor faied, manned it by hand till 06:00"
S101029,no_useful_information,all quiet
S106177,no_useful_information,niks om te rapporteer nie
S101540,relief_problem,"relief never arriived, stayed on till 6am.."
S103555,absence_cover,Covering for Mabaso - booked off sick
S100187,late_handover,"late handover, waiting on paperwork.."
S100994,late_handover,shift handover delayed by 30 min
S108396,no_useful_information,akukho lutho
S108964,equipment_failure,"macine down again, took twice as long.."
S105197,client_requested,Client asked for extra patrol after the break-in Tuesday
S108086,equipment_failure,"generator fault, stayed to monitor.."
S104812,absence_cover,"gedek vir Wyk, siek gemeld"
S103937,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108875,no_useful_information,all quiet
S109345,late_handover,"waited 25 min for handover, OB book not signed"
S103752,cover_unspecified,stood in for Ndlovu
S105864,no_useful_information,all good
S103788,unclear_or_mixed,"additional cover requested by site manager, signed off"
S108707,unclear_or_mixed,extra hours approved by client for the event setup..
S105904,late_handover,"waited 45 min for handover, OB book not signed"
S108183,absence_cover,"double duty today, Radebe on family responsibility leave"
S106897,client_requested,client asked for extra patrol after the break-in tuesday
S101626,relief_problem,"control room says relief coming, nobody came.."
S108720,cover_unspecified,"took botha shift as welll, 2 posts 1 guard"
S100151,relief_problem,"no replacement sent, ngicla sort this out"
S108351,client_requested,Client asked for extra patrol after the break-n Tuesday
S101876,absence_cover,"gedek vir Sibiya, siek gemeld"
S107598,absence_cover,"double dtuy today, Mabaso on family responsibility leave"
S101611,unclear_or_mixed,"additional cover requested by site manager, signed off"
S100686,absence_cover,"double dtuy today, sibiya on family responsibility leave.."
S105135,no_useful_information,ntr
S105437,late_handover,"late handoverr, waiting on paperwork.."
S107612,late_handover,shift handover delayed by 30 min
S105334,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S107907,relief_problem,"relief only arrived 0600, stayed until then"
S100176,relief_problem,relief no show AGAIN
S105236,no_useful_information,quiet shift
S102422,no_useful_information,fine
S106865,late_handover,"waited 40 min for handover, OB book not signed"
S109275,relief_problem,"next shift akafikanga, ngihlale kuze kbue 0600"
S101634,client_requested,"client wanted extra man on the gate for the event, approved"
S103504,no_useful_information,-
S108589,equipment_failure,"gate motor failed, manned it by hand till 6am"
S107748,absence_cover,Covering for Raddebe - booked off sick
S100722,relief_problem,"no replacement sent, ngiceela sort thiis out"
S106105,client_requested,"client wanted extra man on the gate for the event, approved"
S108840,client_requested,Client asked for extra patrol after the break-in Tuesday
S104494,no_useful_information,all good
S104059,late_handover,"handover late agn, keys missing"
S107987,relief_problem,"control room says relief coming, nobody came"
S105786,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101880,equipment_failure,"generator fault, stayed to monitor"
S103591,client_requested,"client says stay till 06h000, dont know if office approved"
S107064,equipment_failure,"generator fault, stayed to monitor"
S100258,cover_unspecified,"took Zulu shift as well, 2 posts 1 guard"
S101493,unclear_or_mixed,"extra patrol per client email, approved by ofice.."
S108173,absence_cover,"jacobs didnt come in, covered the psot"
S107362,equipment_failure,"gate motor failed, manned it by hand till 6am"
S106155,relief_problem,"relief only arrived 06h00, stayed until then.."
S105417,absence_cover,"covering Baloyi post, no show no call"
S107630,no_useful_information,ok
S101106,absence_cover,"gedek vir sibiya, siek gemeld"
S104193,no_useful_information,quiet shift
S100708,relief_problem,relief no show AGAN
S100746,absence_cover,covering for mthembu - booked off sick
S104863,late_handover,"handover late again, keys missing"
S104353,no_useful_information,quiet shift
S108312,equipment_failure,"lift out of order, everything carried up stairs, took long"
S107015,late_handover,shift handover delayed by 25 min
S105321,equipment_failure,"generator fault, stayed to monitor"
S101345,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S105442,no_useful_information,niks om te rapporteer nie
S109354,late_handover,"late handover, waiting on paperwork"
S106794,no_useful_information,as per normal
S108276,equipment_failure,"machine down agn, toook twice as long"
S105716,relief_problem,no relief. stayed. someone must pls sort the roster
S107347,absence_cover,"covering Mabaso pst, no show no call"
S109303,cover_unspecified,"took Molefe shift as well, 2 posts 1 guard"
S106462,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107420,late_handover,"waited 30 min for handover, OB book not signed.."
S108102,unclear_or_mixed,"requested by centre management for load in, signed off"
S104907,equipment_failure,"machine down ang, took twice as long.."
S104285,client_requested,Client requested deep clean bfore the audit - approved
S106215,late_handover,"late handover, waiting on paperwork"
S106269,absence_cover,"Radebe didnt come in, covered the pst"
S106418,client_requested,client requested deep clean before the audit - approved
S104318,relief_problem,double shift bc relief never pitched..
S103038,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101593,relief_problem,"next shift akafikanga, ngihlale kuze kube 06h00"
S108484,no_useful_information,fine
S102184,client_requested,"client wanted extra man on the gate for the event, approved"
S103827,late_handover,"handover late again, keys missing"
S102641,no_useful_information,ok
S106425,client_requested,Client asked for extra patrol after the break-in Tuesday
S106887,relief_problem,relief no show AGAIN
S106310,cover_unspecified,stood in for botha
S103769,absence_cover,Covering for Molefe - booked off sick !
S109125,equipment_failure,"buffer machine kaput, did the floor by hand"
S105330,no_useful_information,all quiet
S105128,late_handover,"oorhandiging was laat, gewag vir sleutels"
S103548,unclear_or_mixed,"requested by centre management for load in, signed off"
S107828,equipment_failure,"scrubbr broke dwon, had to do the floor manually"
S107360,absence_cover,NDLOVU OFF SICK. AGN. COVERED.
S100250,unclear_or_mixed,"relief onnly arrived sixx, styed until then"
S105607,equipment_failure,"gate motor failed, manned it by hand till 0600.."
S104909,client_requested,Client asked for extra patrol after the break-in Tuesday
S105715,absence_cover,"jacobs absent, took her rounds as well"
S108256,unclear_or_mixed,"extra patrol per client email, approved by office"
S107025,no_useful_information,as per normal
S107860,client_requested,Client requested deep clean before the audit - approved
S108314,no_useful_information,no issues on site
S101579,late_handover,"handover late agin, kys missing"
S102325,no_useful_information,no issues on site
S100961,no_useful_information,akukho lutho
S103659,unclear_or_mixed,"requested by centre management for load in, signed off"
S107788,equipment_failure,"generator fault, stayed to monitor"
S106525,absence_cover,Naidoo off sick. agn. covered.
S100335,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it !"
S107697,relief_problem,"next shift akafikanga, ngihlale kuze kube 06h00.."
S101797,absence_cover,"double duty today, Baloi on family responsibility leave"
S101653,client_requested,"client wanted extra man on the gate for the event, approved"
S104126,cover_unspecified,"took ngcobo shift as well, 2 posts 1 guard !"
S104313,relief_problem,client signde for the extra hours but real reaon is relief no show agn
S105082,unclear_or_mixed,Centre mgr requested additional cover for stocktake
S107328,absence_cover,Ngcobo off sick. agn. covered.
S100559,equipment_failure,"scrubber broke down, had to do the floor manually"
S107027,absence_cover,"worked through, Botha at the clinic"
S100512,unclear_or_mixed,extra houurs approvved by client for the event setup
S108843,relief_problem,"relief only arrived 0600, stayed until then"
S102407,late_handover,"waited 25 min for handover, OB book not signed"
S103766,absence_cover,"Baloyi absent, toook her rounds as well !"
S100247,equipment_failure,"gate motor failed, manned it by hand till 6.."
S107594,absence_cover,"gedek vir Mthembu, siek gemeld"
S107463,equipment_failure,"masjien is stukkend, alles met die hnd gedoen.."
S105085,absence_cover,"covering Motaung pst, no show no call"
S108449,relief_problem,"STILL ON SITE, RELIEF WAS SUPPOSE TO COME 6AM"
S100638,absence_cover,"covering Molefe post, no show no call"
S108375,client_requested,Client requested deep clean before the audit - approved
S103818,cover_unspecified,stood in for Hendricks
S103385,absence_cover,adams off sick. agn. covered.
S109204,late_handover,shift handover delayed by 40 min
S100519,no_useful_information,quiet shift
S100263,equipment_failure,"machhine down agnn, took twice as long"
S105110,unclear_or_mixed,"requested by centre management for load in, signed off"
S102851,absence_cover,"Fourie didnt come in, covered the post"
S101066,client_requested,Client requested deep clean beefore the audit - approved
S109119,relief_problem,"next shift akafikanga, ngihlale kuze kube 0600.."
S102485,absence_cover,"covering Mahlnagu post, no show no call.."
S106307,late_handover,"oorhandiging was laat, gewag vir sleutles"
S104640,late_handover,"late handover, waitng on paperwork"
S108060,relief_problem,Next shift guard did not pitch. Had to cover.
S101897,equipment_failure,"generator fault, stayed to monitor"
S103510,no_useful_information,akukho lutho
S100721,late_handover,"oorhandiging was laat, gewag vir slutels"
S109244,absence_cover,"covering dlamini post, no show no call"
S106524,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104048,absence_cover,"Botha didnt come in, covered the post.."
S106279,client_requested,Client asked for extra patrol after the break-in Tuesday
S100658,no_useful_information,quiet shift
S109007,no_useful_information,-
S106677,client_requested,"client wanted extra man on the gate for the eent, approved"
S100303,no_useful_information,sharp
S104262,client_requested,klient het ekstra ure gevra vir stocktakke
S104829,no_useful_information,.
S103758,unclear_or_mixed,extra hours approved by client for the event setup
S108053,absence_cover,"uMotaung akezanga namhlanje, ngimele yena"
S100287,no_useful_information,.
S105435,late_handover,"waited 25 min for handover, ob book not signed"
S108377,unclear_or_mixed,extra hours approved by client for the event setup
S100543,equipment_failure,"gate motor failed, manned it by hand till 0600.."
S106048,client_requested,"stocktake ran over, client asked us to remain, they know thy pay for it"
S106627,unclear_or_mixed,extra hrs approved by client for the evetn setup !
S104317,equipment_failure,"machine down again, took twice as long"
S100585,unclear_or_mixed,extra hrs approved by client for the event setup
S103322,client_requested,"clent asked us to stay for the delivery, ok'd by centre mgmt"
S107281,client_requested,Client asked for extra patrol after the break-in Tuesday..
S101613,no_useful_information,no issues on site
S105263,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S104844,absence_cover,"double duty today, Baloyi on family responsibility leave"
S109257,absence_cover,"UDLAMINI AKEZANGA NAMHLANJE, NGIMELE YENA.."
S101852,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107993,relief_problem,no relief. stayed. soemone must please sort the roster
S101673,no_useful_information,quiet shift
S100900,relief_problem,no relief. stayed. someone must pls sort the roster
S104782,cover_unspecified,"took Sibiya shift as well, 2 posts 1 guard !"
S100369,relief_problem,"control room says relief coming, nobody came"
S107249,client_requested,client requested deep clean before the audit - approved
S100812,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S105004,absence_cover,"Maluleke didnt come in, covered the pot.."
S108127,no_useful_information,.
S104866,late_handover,"late handover, waiting on paperwork"
S104565,equipment_failure,"masjien is stukkend, alles met die hand gedoen.."
S103823,cover_unspecified,STOOD IN FOR BALOYI
S100337,unclear_or_mixed,Centre mgr requested additional cover for stocktake
S102380,client_requested,Client requested deep clean before the audit - approved
S108008,client_requested,Client requested deep claen before the audit - approved
S108054,relief_problem,CLIENT SIGNED FOR THE EXTRA HRS BUT REAL REASON IS RELIEF NO SHOW AGAIN
S105116,no_useful_information,
S107505,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104470,no_useful_information,sharp
S103327,unclear_or_mixed,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S106369,late_handover,"handover late agn, keys missing"
S104425,relief_problem,Next shift guard did not pitch. Had to cover.
S106790,no_useful_information,as per normal
S101341,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105660,absence_cover,"covering Adams post, no show no call"
S103413,no_useful_information,-
S108598,relief_problem,double shift becaue relief never pitched
S101586,equipment_failure,"scrubber broke down, had to do the floor manually"
S103803,absence_cover,"Motaung absent, took her rounds as well"
S108867,relief_problem,"still on site, relief was suppose to come 06:00"
S107569,absence_cover,Baloyi off sick. again. covered.
S107801,no_useful_information,akukho lutho
S109139,absence_cover,Baloyi off sick. agn. covered.
S100883,relief_problem,Next shift guard did not pitch. Had to cover.
S105070,equipment_failure,"machine down agn, took twice as long.."
S106909,relief_problem,"relief never arrived, stayed on till 0600"
S104559,unclear_or_mixed,"extra patrol per client email, apprved by office"
S108156,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S106567,absence_cover,"uZuulu akezanga namhlanje, ngimele yena"
S108365,equipment_failure,"scrubber broke down, had to do the floor manually"
S106218,absence_cover,"covering Naido post, no show no call"
S101683,absence_cover,covering for khumalo - booked off sick
S104118,no_useful_information,ntr
S105077,cover_unspecified,Covered for Mokoena agaiin - 3rd time this month
S104723,no_useful_information,ok
S104246,absence_cover,covering for dlamini - booked off sick
S102918,relief_problem,"control room says relief coming, nobody came"
S103872,no_useful_information,.
S108608,absence_cover,"worked through, botha at the clinic"
S104021,absence_cover,"umahlangu akezanga namhlanje, ngimele yena"
S100496,no_useful_information,n/a
S108206,absence_cover,September off sick. again. covered.
S104343,absence_cover,"worked through, Dlamini at the clinic"
S105740,no_useful_information,nothing to report
S108052,no_useful_information,.
S101602,unclear_or_mixed,"extra patrol per client email, approved by office"
S100080,no_useful_information,sharp
S102635,cover_unspecified,"covering Hendricks post, no sow no call.."
S100562,cover_unspecified,stood in for Sibiya
S104070,no_useful_information,
S108355,equipment_failure,"gate motor failled, manned it by hand till 06:00"
S100623,no_useful_information,no issues on site
S106964,relief_problem,"next shift akafikanga, ngihlale kuze kube 6"
S101119,unclear_or_mixed,"requested by centre management for load in, signed off"
S103645,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S106135,relief_problem,client signed for the extra hrs but real reason is relief no show agn
S108455,client_requested,client asked for extra patrol after the break-in tuesday
S102759,no_useful_information,ok
S105779,no_useful_information,n/a
S105906,absence_cover,"double duty today, Adams on family responsibility leave"
S107067,unclear_or_mixed,"ADDITIONAL COVER REQUESTED BY SIITE MANAGER, SIGNED OFF !"
S103580,unclear_or_mixed,"requested by centre management for load in, signed off"
S100556,client_requested,Client requested deep clean before the audit - approved
S107252,absence_cover,"covering mabaso post, no show no call !"
S101765,no_useful_information,all good
S101796,unclear_or_mixed,extra hours approved by client for the event setup
S102693,absence_cover,Sithoel off sick. again. covered.
S101519,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107164,unclear_or_mixed,"stocktake ran over, client ased us to remain, they know they pay for it"
S108036,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S109315,equipment_failure,"machine down agn, took twice as long"
S103762,absence_cover,"Ngcobo didnt come in, covered the post"
S100709,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S105296,client_requested,"client says stay till six, dont knwo if office approved"
S101569,equipment_failure,"generator fault, stayed to monitor.."
S105347,no_useful_information,ntr
S103252,client_requested,client asked for extra patrol after the breaki-n tuesday !
S101449,no_useful_information,-
S100550,cover_unspecified,"tok Ndlovu shift as well, 2 posts 1 guard"
S108961,no_useful_information,ntr
S106637,absence_cover,"covering motaung post, no show no call"
S104009,cover_unspecified,"took Manuel shift as well, 2 posts 1 guard.."
S103027,absence_cover,"gedek vir Mthembu, siek gemeld"
S106515,relief_problem,"aflos het nie opgedaag nie, mes aanbly"
S106388,relief_problem,no relief. stayed. someone must please sort the roster
S100356,equipment_failure,"scrubber broke down, had to do the floor manually"
S107006,client_requested,"clieent asked us to stay for the delivery, ok'd by centre mgmt"
S100645,unclear_or_mixed,double shift bc releif never pitched
S102980,absence_cover,Sithole off sick. agn. covered.
S102720,no_useful_information,ntr
S104617,client_requested,"client wanted extra man on the gate for the event, approved"
S101508,equipment_failure,"BFUFER MACHINE KAPUT, DID THE FLOOR BY HAND"
S106544,absence_cover,"double duty today, Molefe on family responsibillity leave"
S108184,absence_cover,"gedek vir Tshabalala, siek gemeld"
S101615,relief_problem,"control room says relief coming, nobody came"
S107722,no_useful_information,as per normal
S104547,late_handover,"waited 25 min for handover, OB book not signed"
S103554,late_handover,"oorhandiging was laat, gewag vir sleutels"
S100703,unclear_or_mixed,"additional cover requested by site mgr, signed off"
S109320,unclear_or_mixed,centre managger requested additoinal coevr for stocktake
S102163,absence_cover,"Hendricks didnt come in, covered the psot"
S102922,unclear_or_mixed,"requested by centre management for load in, siged off"
S101063,late_handover,"handover late agn, keys missing"
S107410,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107063,cover_unspecified,stood in for molefe
S100720,absence_cover,Wyk off sick. again. covered.
S103641,client_requested,"client says stay till 0600, dont know if office approoved.."
S101110,unclear_or_mixed,extra hrs approved by client for the event settup
S100472,no_useful_information,quiet shift
S104332,relief_problem,"next shift akafikanga, ngihlale kuze kube 6"
S103216,late_handover,"waited 50 min for handover, ob book not signed"
S102518,relief_problem,DOUBLE SHIFT BECAUSE RELIEF NEVER PITCHED
S100338,client_requested,"client wanted extra man on the gate for the event, approved"
S105613,client_requested,"client wanted extra man on the gate for the event, approved"
S103748,relief_problem,Next shift guard did not pitch. Had to cover.
S109340,cover_unspecified,stood in for nkosi
S108023,cover_unspecified,covered for september again - 3rd time this month
S107298,unclear_or_mixed,"double duty today, naidoo on fammily responsibility leave.."
S103767,client_requested,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S104346,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S105195,absence_cover,"gedek vir Baloyi, siek gemeld"
S100144,relief_problem,Next shift guard did not pitch. Had to cover.
S105423,absence_cover,"worked through, nkosi at the clinic"
S105333,cover_unspecified,"took Adams shift as well, 2 posts 1 guard"
S107610,no_useful_information,ok
S107767,relief_problem,"waited for relief, nobody came througgh"
S107972,client_requested,"client asked us to stay for the delivery, okd' by centre mgmt"
S107177,client_requested,"client asked us to stay for the delivery, okd' by centre mgmt"
S109105,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S100969,no_useful_information,all fine
S105370,absence_cover,"covering Ndlovu post, no show no call !"
S106526,no_useful_information,no incidents
S103981,equipment_failure,"buffer machine kaput, did the floor by hand"
S109295,unclear_or_mixed,"extra patrol per client email, approved by office"
S102075,absence_cover,mabaso off sick. agn. covered..
S102160,client_requested,klient het ektra ure gevra vir stocktake
S104074,equipment_failure,"scrubber broke down, had to do the floor manually"
S100166,equipment_failure,"buffer machine kaput, did the floor by hand"
S102535,no_useful_information,quiet shift
S105844,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S100735,unclear_or_mixed,"requested by centre management for load in, signed off"
S105683,client_requested,klient het ekstra ure gevra vir stocktake
S107998,relief_problem,"control room says relief coming, nobody came.."
S100574,absence_cover,covering for ngcobo - booked off sick
S103505,absence_cover,Covering for Mavuso - booked off sick
S104752,no_useful_information,.
S100876,absence_cover,"worked through, Mavuso at the clinic"
S102156,client_requested,kliennt het ekstra ure gevra vir stocktake
S106609,late_handover,shift handover delayed by 25 min
S103588,late_handover,"late handover, waiting on paperwork"
S101813,no_useful_information,ntr
S106469,unclear_or_mixed,CENTRE MANAGER REQUESTED ADDITIONAL COVER FOR STOCKTAKE
